sgRNA	Gene	s1_l1_rep1	s2_l2_rep2	s3_l3_rep3	s1_h1_rep1	s2_h2_rep2	s3_h3_rep3
non-targeting_00501|non-targeting_01502	CTRLGENE	3644.3	3672.7	2774.3	2639.3	2786.6	3546.6
C15orf26_-_81426641.23-ENST00000286732.4|C15orf26_-_81426707.23-ENST00000286732.4	C15orf26	5134.7	6559.4	6690.2	5372.1	5776.1	5390.6
C7orf73_-_135347273.23-P1P2|C7orf73_-_135347263.23-P1P2	C7orf73	3445.8	2746.4	4607	4695.6	4278.5	3266
FBXO16_+_28347701.23-P1P2|FBXO16_+_28347718.23-P1P2	FBXO16	5377	5020	5713.1	4324.7	3713.6	5314.6
NRTN_+_5824036.23-ENST00000303212.2|NRTN_-_5823831.23-ENST00000303212.2	NRTN	2620	1744.3	2525	1818.4	1353.5	2893.2
HNMT_+_138722071.23-P1P2|HNMT_-_138722142.23-P1P2	HNMT	2075.7	1583.3	3908.4	2058.4	2712.8	3208.4
RAB11FIP3_+_475650.23-P1P2|RAB11FIP3_+_475635.23-P1P2	RAB11FIP3	7235.5	12825	11495	9925.3	7258.8	9952.8
GGNBP2_-_34900804.23-P1P2|GGNBP2_-_34900873.23-P1P2	GGNBP2	5740.5	4139.1	4638.2	2694.3	3665.1	4536.3
WDR26_+_224622428.23-P1P2|WDR26_+_224622446.23-P1P2	WDR26	3233.3	2639.6	3852.5	4037.9	3230.5	4182.7
GRM3_-_86274203.23-P1P2|GRM3_+_86274073.23-P1P2	GRM3	2176.3	2628.4	3206.4	3924.6	3027.6	3349.6
SIRPB1_-_1600604.23-P1P2|SIRPB1_-_1600658.23-P1P2	SIRPB1	2127.9	2021.7	2795.8	4482.6	1619.9	2773.1
PFKFB4_+_48594217.23-P1P2|PFKFB4_-_48594216.23-P1P2	PFKFB4	6967.1	8004.8	6759	6639.8	9424	8172.3
non-targeting_02332|non-targeting_03333	CTRLGENE	1891.1	2807	1963.9	2582.1	2371.6	2885.5
GP1BA_-_4835613.23-P1P2|GP1BA_+_4835616.23-P1P2	GP1BA	7592.5	8383.4	4704.9	6332.2	6568.2	5895
CACNA1F_+_49089764.23-P1P2|CACNA1F_+_49089750.23-P1P2	CACNA1F	2092.5	2500.8	2661.5	2427.3	947.7	1798.8
MITF_+_69985740.23-P2|MITF_+_69985759.23-P2	MITF	2540.8	3845.7	1873.6	1832.9	3489.9	1740.2
TFAP2E_+_36038973.23-P1P2|TFAP2E_-_36038921.23-P1P2	TFAP2E	5898	6772.3	5591.7	7086.6	4126.3	7001
FKBP1A_-_1373736.23-P1P2|FKBP1A_+_1373724.23-P1P2	FKBP1A	4219.4	2658.7	3428.9	2580	3465.7	2600.2
SNX22_-_64443932.23-P1P2|SNX22_+_64443991.23-P1P2	SNX22	3476.6	2795	3396.7	2648.6	2024.5	2572.3
FLYWCH2_-_2933291.23-P1P2|FLYWCH2_-_2933312.23-P1P2	FLYWCH2	5197.1	5379.6	6668.7	4440	4329.2	108.58
FAM197Y1_+_9384694.23-ENST00000421178.1|FAM197Y1_-_9384398.23-ENST00000421178.1	FAM197Y1	6582.2	6846.4	5518.6	5292.1	5414.1	6088.2
BIK_-_43506776.23-P1P2|BIK_+_43506765.23-P1P2	BIK	4686.4	4508.2	3660	3551.6	3147.5	4350.9
C14orf39_-_60952739.23-P1P2|C14orf39_+_60952719.23-P1P2	C14orf39	2277.9	1408.7	1769.3	2353.5	2120.2	2495.4
PCDHB7_-_140552272.23-P1P2|PCDHB7_-_140552263.23-P1P2	PCDHB7	7280.3	6223	7615.7	8511.1	8733.4	6997.2
IL1F10_+_113825557.23-P1P2|IL1F10_-_113825562.23-P1P2	IL1F10	2950.9	2257.7	3711.6	2017.9	2745.1	2186
C19orf10_+_4670317.23-P1P2|C19orf10_+_4670339.23-P1P2	C19orf10	4319.1	3785.9	4733.9	3384.3	4164.3	2707.8
GADL1_-_30936244.23-P1P2|GADL1_-_30936250.23-P1P2	GADL1	7742.6	6960.4	6250.6	5572.6	5780.7	5758.6
SVOP_+_109372402.23-ENST00000546618.1|SVOP_+_109372383.23-ENST00000546618.1	SVOP	3899.7	2429.1	3373	2367	2552.6	2801
CCDC28A_+_139094935.23-P1P2|CCDC28A_-_139094951.23-P1P2	CCDC28A	2718.8	2720.1	1957.4	1873.5	1986.5	2752
OPRK1_+_54163871.23-P1P2|OPRK1_-_54163744.23-P1P2	OPRK1	3666.7	2518.4	3501	4886.8	4337.3	3408.3
OMD_-_95186606.23-P1P2|OMD_+_95186597.23-P1P2	OMD	4756.3	6561	7032	5505.1	5396.8	4188.5
BNIP3L_+_26240653.23-P1P2|BNIP3L_+_26240657.23-P1P2	BNIP3L	11649	11636	10058	10976	13210	14119
LIPF_+_90424226.23-P1P2|LIPF_-_90424381.23-P1P2	LIPF	1828.7	1816.8	1208.2	1555.5	818.57	1225.1
SOD1_+_33032480.23-P1P2|SOD1_+_33032477.23-P1P2	SOD1	366.3	2.3916	351.49	929.98	571.85	600.55
KRT16_-_39769020.23-P1P2|KRT16_-_39768986.23-P1P2	KRT16	6546.7	7158.9	7579.2	5940.4	6982.1	5579.8
ASB13_+_5708362.23-P1P2|ASB13_+_5708331.23-P1P2	ASB13	20890	19648	20760	24574	22895	16290
ALMS1_+_73612991.23-P1P2|ALMS1_-_73612999.23-P1P2	ALMS1	1654.4	1857.5	3368.8	2158.2	3607.5	2456
DDX52_-_36003440.23-P1P2|DDX52_-_36003249.23-P1P2	DDX52	696.24	856.2	525.63	1444.3	564.93	1053.1
IL13RA2_+_114252122.23-P1|IL13RA2_+_114252114.23-P1	IL13RA2	4653.7	6949.3	5118.7	5789.8	6139.3	6617.6
IQCF3_-_51851667.23-P1|IQCF3_-_51851678.23-P1	IQCF3	3443.9	4068.2	3608.5	5530	4457.2	4305.7
MRPL20_+_1342447.23-P1P2|MRPL20_-_1342598.23-P1P2	MRPL20	403.58	343.6	115.01	348.09	42.658	117.23
APOL3_+_36556775.23-P1P2|APOL3_-_36556720.23-P1P2	APOL3	4978.1	4824.7	4493.1	3965.1	3421.9	3835.8
DEAF1_+_695040.23-P1P2|DEAF1_+_695034.23-P1P2	DEAF1	1191.2	1843.9	1330.7	2594.6	1262.4	1832.4
non-targeting_03462|non-targeting_00434	CTRLGENE	5168.2	4882.1	5533.6	4255.1	6193.5	7568.9
OR4M2_-_22368503.23-ENST00000332663.2|OR4M2_-_22368641.23-ENST00000332663.2	OR4M2	3079.5	3738.9	2575.5	2299.5	3860	4053
UTRN_-_144613005.23-ENST00000367545.3|UTRN_-_144613053.23-ENST00000367545.3	UTRN	3405.7	4398.2	5033.8	5339.9	3904.9	5428
ATP9A_+_50384863.23-P1P2|ATP9A_+_50384859.23-P1P2	ATP9A	2590.2	3638.5	3107.5	2330.7	1256.7	2323.4
APOA4_+_116693985.23-P1P2|APOA4_+_116693941.23-P1P2	APOA4	3955.6	3522.9	5252	2374.3	3554.4	3065.2
non-targeting_03043|non-targeting_00703	CTRLGENE	4950.1	6618.4	6203.3	5074.9	3346.9	5194.5
ANP32A_-_69112836.23-P1P2|ANP32A_-_69113252.23-P1P2	ANP32A	2044	3216.7	1743.5	2575.9	2672.5	3799.3
CNRIP1_+_68546263.23-P1P2|CNRIP1_-_68547039.23-P1P2	CNRIP1	3353.5	4916.4	6948.2	5215.2	7640.4	5914.2
C11orf73_+_86013431.23-P1P2|C11orf73_-_86013331.23-P1P2	C11orf73	6197.2	7717	6137.7	7324.5	6206.2	9786.6
ALPPL2_+_233271581.23-P1P2|ALPPL2_+_233271588.23-P1P2	ALPPL2	5033.1	4767.3	6396.8	6043.3	6064.4	5412.7
NEK7_-_198126181.23-P1P2|NEK7_+_198126182.23-P1P2	NEK7	4722.7	4259.5	4798.4	2181	3745.8	3863.7
CYFIP1_+_22893097.23-P1P2|CYFIP1_+_22892711.23-P1P2	CYFIP1	2202.4	1932.4	1878.9	3536	2048.7	2542.5
non-targeting_00963|non-targeting_03321	CTRLGENE	3841	4321.7	3350.5	5167.4	4360.3	4717
DOCK7_+_63154098.23-P1P2|DOCK7_+_63154022.23-P1P2	DOCK7	3498.9	2881.1	2803.4	1840.2	2435	2128.4
TWIST1_-_19157221.23-P1P2|TWIST1_-_19157081.23-P1P2	TWIST1	4747.9	4844.6	4688.7	3503.8	4702.8	3768.6
THAP8_-_36545115.23-P1P2|THAP8_+_36545132.23-P1P2	THAP8	1423.2	2259.3	2790.5	1597.1	1146	2384
GFOD1_+_13487775.23-P1P2|GFOD1_+_13487811.23-P1P2	GFOD1	7206.6	7439.6	7359.9	6126.4	6047.1	7607.3
ZSCAN5B_-_56704354.23-ENST00000358992.3|ZSCAN5B_+_56704292.23-ENST00000358992.3	ZSCAN5B	3487.7	3129	3650.4	5123.7	4320	3490.9
SPHK1_+_74380896.23-P1P2|SPHK1_+_74380758.23-P1P2	SPHK1	3843.8	4044.2	4315.7	4944	5670.1	4389.3
non-targeting_03416|non-targeting_01974	CTRLGENE	1933.1	2230.6	2119.7	2759.8	2031.4	3396.7
IKBKE_-_206643852.23-P1P2|IKBKE_+_206643913.23-P1P2	IKBKE	3456.1	3833.8	3069.9	4284.1	3826.5	4718.9
OR2AT4_+_74800723.23-ENST00000305159.3|OR2AT4_-_74800718.23-ENST00000305159.3	OR2AT4	2624.7	2833.3	2245.5	4044.1	2490.3	3341
HIST1H1T_+_26108142.23-P1P2|HIST1H1T_-_26108374.23-P1P2	HIST1H1T	3599.6	1838.4	2152	3475.7	1954.2	2797.1
ERV3-1_-_64466761.23-P1P2|ERV3-1_-_64466999.23-P1P2	ERV3-1	4216.6	6402.4	4863.9	5828.2	3872.7	3527.4
KNSTRN_-_40675191.23-P1P2|KNSTRN_-_40675529.23-P1P2	KNSTRN	2529.6	2383.7	2319.6	1814.2	1702.9	1454.8
non-targeting_00609|non-targeting_02945	CTRLGENE	5958.6	4976.2	6747.2	7261.1	6244.2	7061.5
PXT1_-_36410617.23-P1P2|PXT1_+_36410418.23-P1P2	PXT1	2644.2	2217.8	1832.7	2537.4	2873.1	2991.2
CBL_+_119077067.23-P1P2|CBL_+_119076979.23-P1P2	CBL	3926.7	3596.2	4062.1	4812	3313.5	4933.2
MSGN1_-_17997944.23-P1P2|MSGN1_+_17997927.23-P1P2	MSGN1	416.63	1442.9	759.96	1132.6	1010	1294.3
FTHL17_-_31090125.23-P1P2|FTHL17_-_31090102.23-P1P2	FTHL17	4417	3038.2	3607.4	4618.7	3239.7	4453.7
non-targeting_01185|non-targeting_02678	CTRLGENE	2003.9	1835.2	2241.2	2624.7	1848.1	3366
PPIL3_-_201753970.23-P1P2|PPIL3_+_201753688.23-P1P2	PPIL3	7868.4	8163.4	7135.2	4720.6	6592.4	7340.2
RAB13_-_153958764.23-P1P2|RAB13_-_153958777.23-P1P2	RAB13	7366	8715.9	6976.1	8598.4	9718	7473.8
SP100_-_231280972.23-P1P2|SP100_-_231280964.23-P1P2	SP100	3274.3	4184.5	3302.1	4028.5	6040.1	4109.7
TNFAIP8L3_+_51386760.23-P1P2|TNFAIP8L3_+_51386996.23-P1P2	TNFAIP8L3	3574.4	4348.8	3508.5	2943.7	2732.4	2283.1
KCNJ16_-_68071531.23-P1P2|KCNJ16_-_68071516.23-P1P2	KCNJ16	2170.8	2748.8	2658.2	1937.9	1167.9	3133.4
C17orf66_+_34195828.23-P1P2|C17orf66_-_34195858.23-P1P2	C17orf66	2860.5	1925.3	1958.5	2571.7	2501.8	2819.2
GPR3_+_27719227.23-P1P2|GPR3_-_27719283.23-P1P2	GPR3	3727.3	3584.3	2010.1	2741.1	2385.4	2858.6
TIAM2_+_155411494.23-ENST00000318981.5|TIAM2_-_155411468.23-ENST00000318981.5	TIAM2	3015.2	2202.7	3633.2	2245.5	2575.6	1868
GPR21_-_125795826.23-P1P2|GPR21_+_125795911.23-P1P2	GPR21	4483.2	5238.5	4808	3823.8	3650.1	5185.9
non-targeting_01161|non-targeting_02504	CTRLGENE	4534.4	4363.9	6968.6	5027.1	6095.5	5488.6
non-targeting_00587|non-targeting_01019	CTRLGENE	3827.9	3129	3362.3	3402	2237.8	2547.3
non-targeting_01792|non-targeting_02575	CTRLGENE	7481.6	6166.4	9072.2	7809.8	6239.6	6204.4
CAMSAP2_+_200708725.23-P1P2|CAMSAP2_-_200708722.23-P1P2	CAMSAP2	3554.9	4735.4	5399.2	3759.4	3372.3	4460.4
GOLGA8B_-_34875856.23-P1P2|GOLGA8B_-_34875816.23-P1P2	GOLGA8B	4420.7	5515.9	4180.3	5805.4	4759.2	5361.7
DRGX_-_50604101.23-P1P2|DRGX_-_50603984.23-P1P2	DRGX	2854.9	3787.5	2079.9	2959.3	2107.5	2052.4
INHBA_+_41742612.23-P1P2|INHBA_+_41742621.23-P1P2	INHBA	3019.9	3765.2	2387.4	3189	3789.6	4047.2
NPHP1_+_110962511.23-P1P2|NPHP1_+_110962547.23-P1P2	NPHP1	7219.7	7630.9	8196.1	6428.8	4943.7	6376.4
non-targeting_02273|non-targeting_03719	CTRLGENE	5333.2	5421	4288.9	4649.9	4294.6	3716.7
MS4A6A_-_59950526.23-P1P2|MS4A6A_+_59950561.23-P1P2	MS4A6A	3484.9	5033.6	3475.2	2743.2	1895.4	2654.9
TAPT1_-_16227711.23-P1P2|TAPT1_+_16228042.23-P1P2	TAPT1	6091	5244	5329.4	4284.1	5281.5	4291.3
DHX37_+_125473628.23-P1P2|DHX37_-_125473637.23-P1P2	DHX37	759.62	1053.9	281.62	389.66	411.59	122.03
KRTAP3-1_-_39165327.23-P1P2|KRTAP3-1_-_39165337.23-P1P2	KRTAP3-1	2771	3440.8	3621.4	2616.4	3265.1	2196.6
PAQR5_-_69591302.23-P1P2|PAQR5_-_69591329.23-P1P2	PAQR5	679.47	416.14	311.72	105.99	1302.8	687.03
SHROOM3_+_77356245.23-ENST00000296043.6|SHROOM3_-_77356312.23-ENST00000296043.6	SHROOM3	2097.1	3851.3	3243	2495.9	2444.2	2360.9
HNF1A_+_121416374.23-P1P2|HNF1A_-_121416387.23-P1P2	HNF1A	2668.5	3951	2264.8	2342.1	1687.9	1947.7
DHRS9_-_169926096.23-P1P2|DHRS9_-_169926114.23-P1P2	DHRS9	2348.8	2087.9	2350.8	1675	1895.4	1560.5
DBX1_+_20182016.23-P1P2|DBX1_+_20181995.23-P1P2	DBX1	5537.3	5020.8	4249.1	6392.5	3888.8	4015.5
MICAL1_-_109776926.23-P1P2|MICAL1_-_109776923.23-P1P2	MICAL1	3152.2	1800.1	1987.5	2001.3	2604.4	3589.9
HPGD_+_175443549.23-P1P2|HPGD_-_175443474.23-P1P2	HPGD	4250.2	4328.8	3805.2	5455.2	5170.8	4178.9
GEMIN8_-_14047941.23-P1P2|GEMIN8_-_14047956.23-P1P2	GEMIN8	657.1	1083.4	896.47	1123.3	1504.6	1302
OAT_+_126107429.23-P1P2|OAT_-_126107437.23-P1P2	OAT	3297.6	3972.5	3231.2	4654.1	3314.6	4103
CD97_-_14492357.23-P1P2|CD97_-_14492467.23-P1P2	CD97	4779.6	5820.4	5056.3	3435.2	6760.7	6065.1
SLC6A19_+_1201938.23-P1P2|SLC6A19_-_1201768.23-P1P2	SLC6A19	5209.2	7107.9	7728.6	5901	6286.9	4384.5
ROBO3_-_124746765.23-P1P2|ROBO3_-_124746745.23-P1P2	ROBO3	4674.2	7043.3	5391.7	4630.2	6760.7	6435
PAIP2B_-_71454155.23-P1P2|PAIP2B_+_71454185.23-P1P2	PAIP2B	2512.8	2714.5	2521.7	1676	1984.2	1822.8
SEPT9_+_75369451.23-P1P2|SEPT9_+_75369454.23-P1P2	9-Sep	6188.8	6335.4	6364.5	6158.7	7470.9	7484.3
PODXL_-_131241338.23-P1P2|PODXL_-_131241324.23-P1P2	PODXL	4434.7	3848.1	7200.8	4758	2624	3493.8
ZMAT1_-_101186955.23-P1P2|ZMAT1_+_101186974.23-P1P2	ZMAT1	16990	17171	16656	15081	16593	14087
DPEP2_+_68034446.23-P2|DPEP2_+_68034420.23-P2	DPEP2	3619.2	3059.7	4730.7	3487.2	4929.9	4464.3
STC1_+_23712204.23-P1P2|STC1_+_23712324.23-P1P2	STC1	1897.7	2615.6	2675.4	1834	1903.5	2193.7
non-targeting_00281|non-targeting_01340	CTRLGENE	941.37	1256.4	1332.9	195.35	1478	772.55
GPM6A_+_176923490.23-P2|GPM6A_+_176923465.23-P2	GPM6A	3162.5	3113.1	3025.9	5017.7	2764.7	3893.5
ALDH8A1_+_135271208.23-P1P2|ALDH8A1_-_135271197.23-P1P2	ALDH8A1	2724.4	2511.2	3463.3	2621.6	3451.8	3758
C2orf66_-_197674128.23-P1P2|C2orf66_+_197674423.23-P1P2	C2orf66	4017.2	3803.5	2337.9	4100.2	2315.1	2936.5
LRRC6_+_133687734.23-P1P2|LRRC6_-_133687778.23-P1P2	LRRC6	1794.2	1245.2	1057.7	1650.1	1752.4	1726.7
SERF1B_-_69321151.23-ENST00000380751.5|SERF1B_-_69321148.23-ENST00000380751.5	SERF1B	3440.2	3577.1	3435.4	2648.6	4819.2	4262.5
BOLA2_-_29466260.23-ENST00000330978.3|BOLA2_+_29466246.23-ENST00000330978.3	BOLA2	5024.7	7493.8	5543.3	6131.6	6600.5	6988.5
MYH2_-_10452906.23-P1P2|MYH2_+_10452919.23-P1P2	MYH2	4328.5	4919.6	6159.2	4320.5	3926.8	3580.3
MANBAL_+_35918132.23-P1P2|MANBAL_-_35918067.23-P1P2	MANBAL	4048.8	4558.4	3689.1	6213.7	2591.8	4944.7
EMC10_-_50979789.23-P1P2|EMC10_-_50979804.23-P1P2	EMC10	4085.2	5404.3	4212.5	4443.1	5283.8	5127.3
GABRA1_-_161275214.23-P1P2|GABRA1_-_161275421.23-P1P2	GABRA1	4521.4	3385.7	3753.6	4443.1	4614	5220.5
MSH3_-_79950488.23-P1P2|MSH3_+_79950544.23-P1P2	MSH3	397.99	351.57	917.97	933.1	661.78	634.18
XKR5_+_6692994.23-P1P2|XKR5_+_6693018.23-P1P2	XKR5	7272.8	8256.7	8280	6627.3	7348.7	6953.9
CCDC85C_-_100070497.23-P1P2|CCDC85C_+_100070460.23-P1P2	CCDC85C	22163	24073	19847	19976	19972	17796
CPED1_-_120628789.23-P1P2|CPED1_-_120628880.23-P1P2	CPED1	6252.2	4809.6	5233.7	4209.3	3094.4	4908.2
HMGN3_+_79944392.23-P1P2|HMGN3_+_79944158.23-P1P2	HMGN3	3554.9	3041.4	3453.7	1617.9	3779.3	2630.9
CELA1_+_51740445.23-ENST00000293636.1|CELA1_+_51740172.23-ENST00000293636.1	CELA1	1360.8	2612.5	2244.4	1588.8	1520.7	2554
TNKS1BP1_-_57089751.23-P2|TNKS1BP1_-_57089522.23-P2	TNKS1BP1	2784	1978.7	2758.2	3366.6	1501.1	2027.5
SYCE2_+_13030048.23-P1P2|SYCE2_+_13030067.23-P1P2	SYCE2	6240.1	6286	4336.2	5503	4020.2	5116.7
FRA10AC1_+_95462319.23-P1P2|FRA10AC1_-_95462338.23-P1P2	FRA10AC1	518.22	237.57	499.83	796.98	873.91	675.5
NGRN_+_90809196.23-P1P2|NGRN_+_90808898.23-P1P2	NGRN	5336.9	5082.2	3811.6	4074.3	3542.9	5261.8
BMPR1A_-_88516862.23-P1P2|BMPR1A_-_88516386.23-P1P2	BMPR1A	6033.2	6103.4	6458	6047.5	7589.7	7213.4
DTX3L_+_122283253.23-P1P2|DTX3L_+_122283258.23-P1P2	DTX3L	2303.1	1641.5	1795.1	1212.6	2187.1	10.57
non-targeting_00623|non-targeting_02740	CTRLGENE	2679.7	2119	2380.9	1705.1	2198.6	1169.4
TMEM5_+_64173670.23-P1P2|TMEM5_-_64173711.23-P1P2	TMEM5	5686.5	5000.1	5082.1	6630.4	6089.7	4517.1
ZNF580_-_56146421.23-P2|ZNF580_-_56146585.23-P2	ZNF580	9451	8635.4	9279.6	10663	12720	9291.7
KRTAP4-7_+_39240934.23-ENST00000391417.4|KRTAP4-7_+_39240927.23-ENST00000391417.4	KRTAP4-7	3371.2	3294.9	3786.9	4707.1	3092.1	4182.7
RAB25_+_156030993.23-P1P2|RAB25_+_156031019.23-P1P2	RAB25	2920.1	4281.8	5171.4	3361.4	2512.2	4964.9
ATG5_+_106773313.23-P1P2|ATG5_+_106773494.23-P1P2	ATG5	3921.1	3420	2635.7	4668.6	4212.8	4237.5
FAM173A_-_771248.23-P1P2|FAM173A_+_771374.23-P1P2	FAM173A	1996.5	1549.8	1909	1649	767.84	1307.8
NID2_+_52535767.23-P1P2|NID2_+_52535703.23-P1P2	NID2	7778.9	8053.4	8864.7	6574.3	6769.9	8132.9
DNAJC17_-_41099633.23-P1P2|DNAJC17_+_41099640.23-P1P2	DNAJC17	1.8641	0	347.19	1.0391	0	90.323
TMX4_-_8000402.23-P1P2|TMX4_+_8000376.23-P1P2	TMX4	3959.4	2539.9	2875.4	3621.2	3825.4	3440
non-targeting_01833|non-targeting_01864	CTRLGENE	9251.6	8152.3	6341.9	7980.2	6861	6104.5
REEP2_-_137774743.23-P1P2|REEP2_-_137774973.23-P1P2	REEP2	4413.3	5257.6	5041.3	4495.1	6043.6	6518.6
KCNJ9_+_160051394.23-P1P2|KCNJ9_+_160051390.23-P1P2	KCNJ9	2409.4	3301.2	2688.3	2663.2	3408	4610.3
BAIAP3_+_1384145.23-P1P2|BAIAP3_-_1384928.23-P1P2	BAIAP3	500.51	605.88	800.8	934.14	428.89	1065.6
VIPAS39_+_77923897.23-P1P2|VIPAS39_+_77923885.23-P1P2	VIPAS39	4404.9	4570.4	4366.3	3471.6	3026.4	3682.1
GAPDH_-_6647118.23-P2|GAPDH_-_6647239.23-P2	GAPDH	1671.2	1953.2	769.63	2320.3	1805.5	2231.2
LRG1_-_4539985.23-P1P2|LRG1_+_4539992.23-P1P2	LRG1	7051	7204.4	5731.4	4495.1	5855.7	7783.2
POLM_-_44122076.23-P1|POLM_-_44122095.23-P1	POLM	5053.6	8859.4	4896.2	7893.9	6056.3	5364.6
MCM9_+_119256304.23-P1P2|MCM9_+_119256290.23-P1P2	MCM9	4896.1	5545.4	3401	3910.1	3726.2	4397
FAM211A_+_16395393.23-P1P2|FAM211A_+_16395281.23-P1P2	FAM211A	4231.5	2901	4370.6	3704.3	5618.2	5144.6
non-targeting_00750|non-targeting_02554	CTRLGENE	3262.2	4017.9	2890.4	2717.2	4058.3	4142.4
UBP1_+_33481871.23-P1P2|UBP1_-_33481450.23-P1P2	UBP1	5346.3	4403.8	4492	3911.1	3549.8	2574.2
MCPH1_-_6264160.23-P1P2|MCPH1_+_6264169.23-P1P2	MCPH1	838.85	457.6	834.13	603.71	447.33	365.14
PRSS2_+_142478813.23-P1P2|PRSS2_+_142478912.23-P1P2	PRSS2	5353.7	6726.8	5550.8	6509.9	6603.9	6712.7
UBR1_-_43398105.23-P1P2|UBR1_-_43398299.23-P1P2	UBR1	5558.8	7218.7	6649.4	6121.3	5491.4	4805.4
WBP1_-_74685599.23-P1P2|WBP1_-_74685547.23-P1P2	WBP1	3506.4	4912.4	4725.3	3380.1	4940.3	3758
LGR5_+_71833585.23-P1P2|LGR5_+_71833821.23-P1P2	LGR5	10434	11538	10556	10084	7965.5	9078.4
FBXO22_+_76196272.23-P1P2|FBXO22_+_76196269.23-P1P2	FBXO22	4936.2	4248.3	5905.5	4004.6	3946.4	3388.1
AMOT_-_112084054.23-P1P2|AMOT_-_112084018.23-P1P2	AMOT	4123.4	3925.5	3485.9	2866.8	3048.3	3694.6
TBL3_-_2022111.23-P1P2|TBL3_+_2022121.23-P1P2	TBL3	125.83	5.5805	144.04	135.08	456.56	269.05
C4orf36_-_87857275.23-P2|C4orf36_+_87857311.23-P2	C4orf36	4097.3	5085.4	5285.3	4948.1	4080.2	4054.9
SHOX_-_591476.23-P1P2|SHOX_+_591916.23-P1P2	SHOX	5295	5676.1	6775.1	8261.8	6741.1	5077.3
IQCA1_+_237416089.23-P1P2|IQCA1_-_237416216.23-P1P2	IQCA1	3514.8	3695.1	3172	2253.8	2687.5	3026.8
WWC3_-_9983344.23-P1P2|WWC3_-_9983318.23-P1P2	WWC3	3994.8	4434.9	3061.3	4879.5	4435.3	6438.9
VSTM2B_-_30017105.23-P1P2|VSTM2B_+_30017108.23-P1P2	VSTM2B	4642.6	5676.9	5993.7	4685.2	3665.1	4612.2
INSC_+_15136506.23-P1P2|INSC_+_15136516.23-P1P2	INSC	6996	7430.8	6811.7	5807.4	7140	131.64
TGM3_-_2276712.23-P1P2|TGM3_-_2276716.23-P1P2	TGM3	4035.8	4701.1	3912.7	4925.3	3523.3	5254.1
SIGLEC7_-_51645741.23-P1P2|SIGLEC7_-_51645847.23-P1P2	SIGLEC7	2106.4	2003.4	1505.9	1564.9	804.74	1388.5
TPTE2_+_20077192.23-ENST00000400230.2|TPTE2_-_20077237.23-ENST00000400230.2	TPTE2	2715.1	3121.1	3238.7	3897.6	3850.7	4137.6
ZNF280C_+_129402847.23-P1P2|ZNF280C_-_129402823.23-P1P2	ZNF280C	1378.5	2457.8	2820.5	1639.7	1773.2	1858.3
EFNA4_+_155036369.23-P1P2|EFNA4_+_155036199.23-P1P2	EFNA4	5235.3	4628.6	4602.7	5584	7142.3	4822.7
"PTPRD_+_8733896.23-ENST00000356435.5,ENST00000540109.1|PTPRD_-_8733960.23-ENST00000356435.5,ENST00000540109.1"	PTPRD	2773.8	5101.3	3192.5	3915.3	4604.8	3978.1
ALOX15B_-_7942419.23-P1P2|ALOX15B_-_7942393.23-P1P2	ALOX15B	4260.4	4006.8	6654.7	3345.9	3348.1	3145.9
TOP3A_+_18218267.23-P1P2|TOP3A_+_18218270.23-P1P2	TOP3A	2763.5	2491.3	2256.2	3227.4	3164.8	3180.5
NOTCH4_+_32191814.23-P1|NOTCH4_-_32191773.23-P1	NOTCH4	3639.7	3553.2	2445.4	1957.6	3180.9	2722.2
RHBDF2_-_74497474.23-P1P2|RHBDF2_+_74497139.23-P1P2	RHBDF2	7687.6	8155.4	7155.6	6282.3	9524.3	6439.8
CAD_+_27440280.23-P1P2|CAD_+_27440356.23-P1P2	CAD	5156.1	6702.1	6108.7	6328	4974.8	5003.3
"GRAMD1B_-_123396517.23-ENST00000322282.7,ENST00000529750.1|GRAMD1B_+_123396576.23-ENST00000322282.7,ENST00000529750.1"	GRAMD1B	3111.2	3465.5	3775.1	2645.5	3846.1	2396.4
C14orf182_-_50459799.23-P1P2|C14orf182_-_50459796.23-P1P2	C14orf182	3572.6	3565.1	3941.7	4680	4343	4405.7
RHOC_+_113249689.23-P1P2|RHOC_+_113249728.23-P1P2	RHOC	4544.7	4712.3	2958.1	4937.7	5490.2	6302.4
NFKBIA_+_35873778.23-P1|NFKBIA_+_35873752.23-P1	NFKBIA	5102.1	5083	2573.3	6085.9	7462.8	4885.1
HOXD3_-_177001381.23-P1P2|HOXD3_+_177001331.23-P1P2	HOXD3	467.89	885.7	336.45	1105.6	347.03	753.33
SLC4A11_-_3219850.23-P1P2|SLC4A11_-_3219803.23-P1P2	SLC4A11	2244.4	3161.7	3795.5	3015.4	2380.8	2268.6
HS3ST5_+_114664129.23-P1P2|HS3ST5_+_114663962.23-P1P2	HS3ST5	4289.3	3895.2	5292.8	3280.4	3372.3	5094.6
FAM214B_+_35115809.23-P1|FAM214B_+_35115865.23-P1	FAM214B	4544.7	4770.5	3846	3599.4	3657.1	3465.9
TXLNA_-_32645351.23-P1P2|TXLNA_-_32645372.23-P1P2	TXLNA	7004.4	8352.4	6405.4	8449.8	8191.5	6176.6
non-targeting_01957|non-targeting_01159	CTRLGENE	8138.7	7226.7	5502.4	8684.7	5692	6019.9
non-targeting_03489|non-targeting_02373	CTRLGENE	3265	3388.1	2425	2470.9	3480.7	144.13
